season_year,team_name_home,total_points,assists,rebounds,steals,blocks,games_played,wins,total_points_against,points_per_game,assists_per_game,rebounds_per_game,win_loss_ratio,point_differential,championship_winner
2019,Milwaukee Bucks,4896.0,1106.0,2112.0,277.0,232.0,41,32,4435.0,119.41463414634147,26.975609756097562,51.51219512195122,0.7804878048780488,461.0,0
2019,Minnesota Timberwolves,3542.0,760.0,1495.0,280.0,188.0,32,8,3691.0,110.6875,23.75,46.71875,0.25,-149.0,0
2019,New Orleans Pelicans,4233.0,991.0,1703.0,273.0,183.0,36,15,4187.0,117.58333333333333,27.52777777777778,47.30555555555556,0.4166666666666667,46.0,0
2019,New York Knicks,3478.0,734.0,1545.0,243.0,168.0,33,11,3646.0,105.39393939393939,22.242424242424242,46.81818181818182,0.3333333333333333,-168.0,0
2019,Oklahoma City Thunder,4530.0,887.0,1729.0,291.0,194.0,40,26,4355.0,113.25,22.175,43.225,0.65,175.0,0
2019,Orlando Magic,3925.0,905.0,1680.0,299.0,192.0,37,18,3966.0,106.08108108108108,24.45945945945946,45.4054054054054,0.4864864864864865,-41.0,0
2019,Philadelphia 76ers,4178.0,967.0,1721.0,297.0,208.0,37,31,3875.0,112.91891891891892,26.135135135135137,46.513513513513516,0.8378378378378378,303.0,0
2019,Phoenix Suns,4465.0,1057.0,1715.0,277.0,171.0,39,17,4392.0,114.48717948717949,27.102564102564102,43.97435897435897,0.4358974358974359,73.0,0
2019,Portland Trail Blazers,4447.0,786.0,1769.0,237.0,249.0,38,21,4403.0,117.02631578947368,20.68421052631579,46.55263157894737,0.5526315789473685,44.0,0
2019,Sacramento Kings,3863.0,804.0,1505.0,262.0,148.0,35,16,3928.0,110.37142857142857,22.97142857142857,43.0,0.45714285714285713,-65.0,0
2019,San Antonio Spurs,3901.0,889.0,1558.0,248.0,203.0,34,19,3840.0,114.73529411764706,26.147058823529413,45.8235294117647,0.5588235294117647,61.0,0
2019,Toronto Raptors,4748.0,1062.0,1916.0,364.0,209.0,42,28,4479.0,113.04761904761905,25.285714285714285,45.61904761904762,0.6666666666666666,269.0,1
2019,Utah Jazz,4262.0,851.0,1722.0,225.0,135.0,38,25,4099.0,112.15789473684211,22.394736842105264,45.31578947368421,0.6578947368421053,163.0,0
2019,Washington Wizards,4104.0,874.0,1553.0,281.0,149.0,36,16,4171.0,114.0,24.27777777777778,43.138888888888886,0.4444444444444444,-67.0,0
2020,Atlanta Hawks,5233.0,1123.0,2154.0,309.0,205.0,46,30,4990.0,113.76086956521739,24.41304347826087,46.82608695652174,0.6521739130434783,243.0,0
2020,Boston Celtics,4447.0,946.0,1710.0,324.0,195.0,39,22,4372.0,114.02564102564102,24.256410256410255,43.84615384615385,0.5641025641025641,75.0,0
2020,Brooklyn Nets,5182.0,1178.0,1969.0,299.0,251.0,44,35,4849.0,117.77272727272727,26.772727272727273,44.75,0.7954545454545454,333.0,0
2020,Charlotte Hornets,4111.0,1018.0,1711.0,277.0,185.0,38,18,4129.0,108.1842105263158,26.789473684210527,45.026315789473685,0.47368421052631576,-18.0,0
2020,Chicago Bulls,4148.0,971.0,1717.0,236.0,156.0,38,16,4217.0,109.15789473684211,25.55263157894737,45.18421052631579,0.42105263157894735,-69.0,0
2020,Cleveland Cavaliers,4092.0,940.0,1647.0,310.0,176.0,38,15,4326.0,107.6842105263158,24.736842105263158,43.3421052631579,0.39473684210526316,-234.0,0
2020,Dallas Mavericks,4411.0,888.0,1713.0,237.0,158.0,40,21,4445.0,110.275,22.2,42.825,0.525,-34.0,0
2020,Denver Nuggets,5074.0,1191.0,1964.0,331.0,209.0,43,29,4786.0,118.0,27.697674418604652,45.674418604651166,0.6744186046511628,288.0,0
2020,Detroit Pistons,3966.0,872.0,1628.0,286.0,197.0,38,14,4074.0,104.36842105263158,22.94736842105263,42.8421052631579,0.3684210526315789,-108.0,0
2020,Golden State Warriors,4297.0,1067.0,1594.0,292.0,174.0,37,26,4107.0,116.13513513513513,28.83783783783784,43.08108108108108,0.7027027027027027,190.0,0
2020,Houston Rockets,4078.0,846.0,1636.0,300.0,187.0,38,11,4346.0,107.3157894736842,22.263157894736842,43.05263157894737,0.2894736842105263,-268.0,0
2020,Indiana Pacers,4169.0,941.0,1541.0,315.0,231.0,37,13,4274.0,112.67567567567568,25.43243243243243,41.648648648648646,0.35135135135135137,-105.0,0
2020,Los Angeles Clippers,5399.0,1156.0,2054.0,313.0,201.0,47,31,5099.0,114.87234042553192,24.595744680851062,43.702127659574465,0.6595744680851063,300.0,0
2020,Los Angeles Lakers,4531.0,1000.0,1850.0,325.0,218.0,41,24,4380.0,110.51219512195122,24.390243902439025,45.1219512195122,0.5853658536585366,151.0,1
2020,Memphis Grizzlies,4429.0,1057.0,1889.0,354.0,206.0,40,19,4446.0,110.725,26.425,47.225,0.475,-17.0,0
2020,Miami Heat,4205.0,1017.0,1615.0,293.0,164.0,39,21,4256.0,107.82051282051282,26.076923076923077,41.41025641025641,0.5384615384615384,-51.0,0
2020,Milwaukee Bucks,5795.0,1250.0,2442.0,382.0,235.0,49,36,5404.0,118.26530612244898,25.510204081632654,49.83673469387755,0.7346938775510204,391.0,0
2020,Minnesota Timberwolves,4175.0,965.0,1702.0,329.0,213.0,38,13,4420.0,109.86842105263158,25.394736842105264,44.78947368421053,0.34210526315789475,-245.0,0
2020,New Orleans Pelicans,4272.0,970.0,1767.0,270.0,172.0,37,19,4207.0,115.45945945945945,26.216216216216218,47.75675675675676,0.5135135135135135,65.0,0
2020,New York Knicks,4448.0,882.0,1840.0,293.0,196.0,41,28,4263.0,108.48780487804878,21.51219512195122,44.8780487804878,0.6829268292682927,185.0,0
2020,Oklahoma City Thunder,4019.0,846.0,1756.0,250.0,173.0,38,10,4476.0,105.76315789473684,22.263157894736842,46.21052631578947,0.2631578947368421,-457.0,0
2020,Orlando Magic,4030.0,865.0,1709.0,255.0,173.0,38,12,4359.0,106.05263157894737,22.763157894736842,44.973684210526315,0.3157894736842105,-329.0,0
2020,Philadelphia 76ers,5154.0,1141.0,1984.0,420.0,280.0,44,34,4773.0,117.13636363636364,25.931818181818183,45.09090909090909,0.7727272727272727,381.0,0
2020,Phoenix Suns,5657.0,1302.0,2179.0,353.0,181.0,49,35,5254.0,115.44897959183673,26.571428571428573,44.46938775510204,0.7142857142857143,403.0,0
2020,Portland Trail Blazers,4729.0,866.0,1854.0,292.0,204.0,41,22,4670.0,115.34146341463415,21.121951219512194,45.21951219512195,0.5365853658536586,59.0,0
2020,Sacramento Kings,4358.0,986.0,1531.0,281.0,206.0,38,17,4526.0,114.6842105263158,25.94736842105263,40.28947368421053,0.4473684210526316,-168.0,0
2020,San Antonio Spurs,4078.0,911.0,1638.0,259.0,191.0,37,14,4210.0,110.21621621621621,24.62162162162162,44.270270270270274,0.3783783783783784,-132.0,0
2020,Toronto Raptors,4104.0,876.0,1592.0,316.0,196.0,37,16,4062.0,110.91891891891892,23.675675675675677,43.027027027027025,0.43243243243243246,42.0,0
2020,Utah Jazz,5174.0,1019.0,2139.0,278.0,221.0,44,37,4639.0,117.5909090909091,23.15909090909091,48.61363636363637,0.8409090909090909,535.0,0
2020,Washington Wizards,4694.0,1003.0,1825.0,300.0,166.0,40,21,4726.0,117.35,25.075,45.625,0.525,-32.0,0
2021,Atlanta Hawks,5203.0,1134.0,1961.0,348.0,208.0,45,29,4990.0,115.62222222222222,25.2,43.577777777777776,0.6444444444444445,213.0,0
2021,Boston Celtics,6006.0,1348.0,2489.0,407.0,325.0,55,36,5674.0,109.2,24.509090909090908,45.25454545454546,0.6545454545454545,332.0,0
2021,Brooklyn Nets,4969.0,1132.0,2020.0,318.0,255.0,45,22,5052.0,110.42222222222222,25.155555555555555,44.888888888888886,0.4888888888888889,-83.0,0
2021,Charlotte Hornets,4809.0,1194.0,1979.0,344.0,233.0,43,22,4849.0,111.83720930232558,27.767441860465116,46.02325581395349,0.5116279069767442,-40.0,0
2021,Chicago Bulls,5228.0,1139.0,2035.0,335.0,192.0,46,30,5098.0,113.65217391304348,24.76086956521739,44.23913043478261,0.6521739130434783,130.0,0
2021,Cleveland Cavaliers,4632.0,1094.0,1908.0,326.0,183.0,43,25,4461.0,107.72093023255815,25.441860465116278,44.372093023255815,0.5813953488372093,171.0,0
2021,Dallas Mavericks,5527.0,1178.0,2191.0,351.0,194.0,51,37,5179.0,108.37254901960785,23.098039215686274,42.96078431372549,0.7254901960784313,348.0,0
2021,Denver Nuggets,5057.0,1241.0,1933.0,307.0,156.0,44,24,4961.0,114.93181818181819,28.204545454545453,43.93181818181818,0.5454545454545454,96.0,0
2021,Detroit Pistons,4535.0,1010.0,1876.0,335.0,217.0,43,15,4732.0,105.46511627906976,23.488372093023255,43.627906976744185,0.3488372093023256,-197.0,0
2021,Golden State Warriors,6372.0,1579.0,2599.0,504.0,275.0,56,45,5788.0,113.78571428571429,28.196428571428573,46.410714285714285,0.8035714285714286,584.0,0
2021,Houston Rockets,4820.0,1056.0,1791.0,310.0,203.0,43,12,5100.0,112.09302325581395,24.558139534883722,41.651162790697676,0.27906976744186046,-280.0,0
2021,Indiana Pacers,4886.0,1165.0,1877.0,328.0,238.0,43,17,4923.0,113.62790697674419,27.093023255813954,43.651162790697676,0.3953488372093023,-37.0,0
2021,Los Angeles Clippers,4805.0,1059.0,1969.0,335.0,217.0,44,26,4746.0,109.20454545454545,24.068181818181817,44.75,0.5909090909090909,59.0,0
2021,Los Angeles Lakers,4897.0,1062.0,1946.0,370.0,256.0,44,21,4986.0,111.29545454545455,24.136363636363637,44.22727272727273,0.4772727272727273,-89.0,0
2021,Memphis Grizzlies,5820.0,1328.0,2448.0,494.0,332.0,50,36,5342.0,116.4,26.56,48.96,0.72,478.0,0
2021,Miami Heat,5959.0,1341.0,2333.0,401.0,183.0,54,39,5614.0,110.35185185185185,24.833333333333332,43.2037037037037,0.7222222222222222,345.0,0
2021,Milwaukee Bucks,5585.0,1155.0,2356.0,361.0,196.0,49,31,5404.0,113.9795918367347,23.571428571428573,48.08163265306123,0.6326530612244898,181.0,1
2021,Minnesota Timberwolves,5088.0,1141.0,2043.0,400.0,275.0,45,28,4894.0,113.06666666666666,25.355555555555554,45.4,0.6222222222222222,194.0,0
2021,New Orleans Pelicans,5008.0,1150.0,2041.0,360.0,176.0,45,21,4930.0,111.28888888888889,25.555555555555557,45.355555555555554,0.4666666666666667,78.0,0
2021,New York Knicks,4694.0,990.0,2014.0,301.0,230.0,44,20,4726.0,106.68181818181819,22.5,45.77272727272727,0.45454545454545453,-32.0,0
2021,Oklahoma City Thunder,4603.0,997.0,2021.0,341.0,217.0,44,13,4878.0,104.61363636363636,22.65909090909091,45.93181818181818,0.29545454545454547,-275.0,0
2021,Orlando Magic,4476.0,1014.0,1876.0,305.0,209.0,43,13,4809.0,104.09302325581395,23.58139534883721,43.627906976744185,0.3023255813953488,-333.0,0
2021,Philadelphia 76ers,5394.0,1199.0,2031.0,394.0,261.0,49,30,5204.0,110.08163265306122,24.46938775510204,41.44897959183673,0.6122448979591837,190.0,0
2021,Phoenix Suns,5756.0,1392.0,2285.0,406.0,240.0,50,39,5296.0,115.12,27.84,45.7,0.78,460.0,0
2021,Portland Trail Blazers,4661.0,989.0,1887.0,349.0,201.0,43,17,4893.0,108.3953488372093,23.0,43.883720930232556,0.3953488372093023,-232.0,0
2021,Sacramento Kings,4756.0,1018.0,1829.0,317.0,196.0,43,18,4907.0,110.6046511627907,23.674418604651162,42.53488372093023,0.4186046511627907,-151.0,0
2021,San Antonio Spurs,5000.0,1215.0,2002.0,309.0,217.0,44,18,4956.0,113.63636363636364,27.613636363636363,45.5,0.4090909090909091,44.0,0
2021,Toronto Raptors,5089.0,1038.0,2078.0,420.0,220.0,46,27,4914.0,110.6304347826087,22.565217391304348,45.17391304347826,0.5869565217391305,175.0,0
2021,Utah Jazz,5353.0,1073.0,2154.0,309.0,242.0,46,32,4922.0,116.3695652173913,23.32608695652174,46.82608695652174,0.6956521739130435,431.0,0
2021,Washington Wizards,4795.0,1099.0,1880.0,278.0,224.0,43,21,4844.0,111.51162790697674,25.558139534883722,43.72093023255814,0.4883720930232558,-49.0,0
2022,Atlanta Hawks,5399.0,1137.0,2059.0,322.0,224.0,45,26,5305.0,119.97777777777777,25.266666666666666,45.75555555555555,0.5777777777777777,94.0,0
2022,Boston Celtics,6408.0,1431.0,2466.0,345.0,287.0,54,38,5914.0,118.66666666666667,26.5,45.666666666666664,0.7037037037037037,494.0,0
2022,Brooklyn Nets,5007.0,1148.0,1856.0,321.0,267.0,45,23,4946.0,111.26666666666667,25.511111111111113,41.24444444444445,0.5111111111111111,61.0,0
2022,Charlotte Hornets,4786.0,1093.0,1961.0,319.0,232.0,44,13,5112.0,108.77272727272727,24.84090909090909,44.56818181818182,0.29545454545454547,-326.0,0
2022,Chicago Bulls,5059.0,1112.0,1875.0,359.0,209.0,44,24,4904.0,114.97727272727273,25.272727272727273,42.61363636363637,0.5454545454545454,155.0,0
2022,Cleveland Cavaliers,5141.0,1168.0,1915.0,338.0,214.0,46,33,4813.0,111.76086956521739,25.391304347826086,41.630434782608695,0.717391304347826,328.0,0
2022,Dallas Mavericks,4835.0,942.0,1655.0,269.0,148.0,42,23,4730.0,115.11904761904762,22.428571428571427,39.404761904761905,0.5476190476190477,105.0,0
2022,Denver Nuggets,6332.0,1541.0,2428.0,411.0,238.0,54,45,5831.0,117.25925925925925,28.537037037037038,44.96296296296296,0.8333333333333334,501.0,0
2022,Detroit Pistons,4815.0,1047.0,1858.0,303.0,167.0,43,9,5100.0,111.97674418604652,24.348837209302324,43.2093023255814,0.20930232558139536,-285.0,0
2022,Golden State Warriors,6075.0,1545.0,2384.0,384.0,194.0,51,39,5680.0,119.11764705882354,30.294117647058822,46.745098039215684,0.7647058823529411,395.0,1
2022,Houston Rockets,4791.0,946.0,2064.0,328.0,195.0,43,16,4917.0,111.4186046511628,22.0,48.0,0.37209302325581395,-126.0,0
2022,Indiana Pacers,5099.0,1179.0,1801.0,343.0,251.0,43,21,5131.0,118.5813953488372,27.41860465116279,41.883720930232556,0.4883720930232558,-32.0,0
2022,Los Angeles Clippers,5301.0,1137.0,2013.0,353.0,206.0,47,25,5198.0,112.7872340425532,24.19148936170213,42.829787234042556,0.5319148936170213,103.0,0
2022,Los Angeles Lakers,6125.0,1338.0,2427.0,339.0,281.0,53,29,5950.0,115.56603773584905,25.245283018867923,45.79245283018868,0.5471698113207547,175.0,0
2022,Memphis Grizzlies,5459.0,1213.0,2175.0,398.0,285.0,46,38,5005.0,118.67391304347827,26.369565217391305,47.28260869565217,0.8260869565217391,454.0,0
2022,Miami Heat,5987.0,1281.0,2235.0,410.0,174.0,54,35,5885.0,110.87037037037037,23.72222222222222,41.388888888888886,0.6481481481481481,102.0,0
2022,Milwaukee Bucks,5561.0,1189.0,2303.0,308.0,222.0,47,33,5324.0,118.31914893617021,25.29787234042553,49.0,0.7021276595744681,237.0,0
2022,Minnesota Timberwolves,5080.0,1139.0,1845.0,349.0,241.0,44,23,5056.0,115.45454545454545,25.886363636363637,41.93181818181818,0.5227272727272727,24.0,0
2022,New Orleans Pelicans,4939.0,1113.0,1882.0,351.0,185.0,43,29,4719.0,114.86046511627907,25.88372093023256,43.76744186046512,0.6744186046511628,220.0,0
2022,New York Knicks,5686.0,1141.0,2290.0,310.0,204.0,49,30,5420.0,116.04081632653062,23.285714285714285,46.734693877551024,0.6122448979591837,266.0,0
2022,Oklahoma City Thunder,5325.0,1124.0,1952.0,381.0,190.0,44,26,5034.0,121.02272727272727,25.545454545454547,44.36363636363637,0.5909090909090909,291.0,0
2022,Orlando Magic,4910.0,1067.0,1867.0,303.0,206.0,43,22,4917.0,114.18604651162791,24.813953488372093,43.41860465116279,0.5116279069767442,-7.0,0
2022,Philadelphia 76ers,5415.0,1207.0,1995.0,388.0,241.0,48,34,5206.0,112.8125,25.145833333333332,41.5625,0.7083333333333334,209.0,0
2022,Phoenix Suns,5625.0,1311.0,2138.0,344.0,272.0,49,32,5435.0,114.79591836734694,26.755102040816325,43.63265306122449,0.6530612244897959,190.0,0
2022,Portland Trail Blazers,4979.0,1032.0,1709.0,306.0,230.0,43,18,5095.0,115.79069767441861,24.0,39.74418604651163,0.4186046511627907,-116.0,0
2022,Sacramento Kings,5773.0,1293.0,1993.0,330.0,157.0,47,27,5576.0,122.82978723404256,27.51063829787234,42.40425531914894,0.574468085106383,197.0,0
2022,San Antonio Spurs,5026.0,1215.0,1955.0,308.0,181.0,44,14,5309.0,114.22727272727273,27.613636363636363,44.43181818181818,0.3181818181818182,-283.0,0
2022,Toronto Raptors,5038.0,1030.0,1986.0,428.0,231.0,44,29,4830.0,114.5,23.40909090909091,45.13636363636363,0.6590909090909091,208.0,0
2022,Utah Jazz,5041.0,1094.0,2038.0,265.0,225.0,43,23,5018.0,117.23255813953489,25.441860465116278,47.395348837209305,0.5348837209302325,23.0,0
2022,Washington Wizards,4771.0,1083.0,1854.0,282.0,220.0,42,19,4795.0,113.5952380952381,25.785714285714285,44.142857142857146,0.4523809523809524,-24.0,0
